Year,State,Plant name,Plant-level sector,eGRID subregion name,Plant FIPS state code,Plant FIPS county code,Plant county name,latitude,longitude,Number of units,Number of generators,Primary fuel source,Plant capacity factor,Plant nameplate capacity (MW),Nonbaseload Factor,CHP plant useful thermal output (MMBtu),CHP plant power to heat ratio,CHP plant electric allocation factor,Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),Plant annual CO2 emissions (tons),Plant annual CO2 equivalent emissions (tons),Plant annual CO2 total output emission rate (lb/MWh),Plant annual CO2 equivalent total output emission rate (lb/MWh),Plant annual CO2 input emission rate (lb/MMBtu),Plant annual CO2 equivalent input emission rate (lb/MMBtu),Plant nominal heat rate (Btu/kWh),Plant annual coal net generation (MWh),Plant annual oil net generation (MWh),Plant annual gas net generation (MWh)
2022.0,CA,Vernon,Electric Utility,WECC California,06,037,Los Angeles,33.9986,-118.2219,5.0,5.0,OIL,,30.0,,,,,,,,,,,,,,,,,
2022.0,CA,Vitro Flat Glass LLC,Industrial Non-CHP,WECC California,06,019,Fresno,36.69,-119.72,3.0,3.0,OIL,0.0,3.3,,,,,,,0.0,,,,,,,,0.0,0.0,0.0
2022.0,CA,W Plant,Commercial CHP,WECC California,06,073,San Diego,32.903333,-117.195556,1.0,1.0,GAS,0.76355,4.6,0.0607504466944608,113726.4,0.923,0.551802,181019.683,181019.683,30768.0,10579.61,10590.545,687.702,688.413,116.889,117.01,5883.375039,0.0,0.0,30768.0
2022.0,CA,Walnut,Electric Utility,WECC California,06,099,Stanislaus,37.4903,-120.9044,2.0,2.0,GAS,0.0,49.8,,,,,10812.0,10812.0,-76.0,631.902,632.951,0.0,0.0,116.889,117.083,-142263.157895,0.0,-12.683,-63.317
2022.0,CA,Walnut Creek Energy Park,IPP Non-CHP,WECC California,06,037,Los Angeles,34.008709,-117.944864,5.0,5.0,GAS,0.11239,500.0,1.0,,,,4513861.484,4513861.484,492258.0,268250.032,268523.291,1089.876,1090.986,118.856,118.977,9169.706707,0.0,0.0,492258.0
2022.0,CA,Walnut Energy Center,Electric Utility,WECC California,06,099,Stanislaus,37.4878,-120.8956,2.0,3.0,GAS,0.5571,300.6,0.404826951880106,,,,12230596.08,12230596.08,1466997.0,726857.294,727544.111,990.946,991.882,118.859,118.971,8337.165025,0.0,0.0,1466997.0
2022.0,CA,Watkins Manufacturing Co.,Industrial Non-CHP,WECC California,06,073,San Diego,33.143847,-117.236908,2.0,2.0,GAS,0.51341,2.0,0.477644596651446,,,,113911.0,113911.0,8995.0,6657.474,6664.355,1480.261,1481.791,116.889,117.01,12663.81323,0.0,0.0,8995.0
2022.0,CA,Watson Cogeneration,Industrial CHP,WECC California,06,037,Los Angeles,33.816647,-118.244841,8.0,6.0,GAS,0.7238,405.0,0.12700217975459,14319376.0,0.612,0.449361,14393434.124,14393434.124,2567893.0,851805.087,853542.527,663.427,664.78,118.36,118.602,5605.153459,0.0,82801.884,2098558.08
2022.0,CA,Welport Lease Project,Industrial CHP,WECC California,06,029,Kern,35.354444,-119.6617,1.0,1.0,GAS,0.7908,5.0,0.0153348554033486,255304.8,0.463,0.381718,217179.687,217179.687,34637.0,12692.964,12706.084,732.914,733.671,116.889,117.01,6270.164482,0.0,0.0,34637.0
2022.0,CA,Westend Facility,Industrial CHP,WECC California,06,071,San Bernardino,35.7075,-117.3956,1.0,1.0,GAS,,20.0,,,,,,,,,,,,,,,,,
2022.0,CA,Western Power & Steam Inc,Industrial CHP,WECC California,06,029,Kern,35.440539,-119.012861,1.0,1.0,GAS,0.16664,27.7,1.0,131294.4,1.051,0.58359,291096.909,291096.909,40435.0,17013.022,17030.606,841.5,842.37,116.889,117.01,7199.132155,0.0,0.0,40435.0
2022.0,CA,Wolfskill Energy Center,IPP Non-CHP,WECC California,06,095,Solano,38.228522,-122.07525,1.0,1.0,GAS,0.02245,47.0,1.0,,,,102180.578,102180.578,9245.0,6071.714,6077.536,1313.513,1314.773,118.843,118.957,11052.52331,0.0,0.0,9245.0
2022.0,CA,Woodland Generation Station,Electric Utility,WECC California,06,099,Stanislaus,37.652602,-121.020397,2.0,9.0,GAS,0.18336,199.0,1.0,0.0,,1.0,2676968.524,2676968.524,319648.0,159173.6,159354.7,995.931,997.064,118.921,119.056,8374.73885,0.0,0.0,319648.0
2022.0,CA,Xilinx San Jose,IPP Non-CHP,WECC California,06,085,Santa Clara,37.252778,-121.934167,1.0,1.0,GAS,0.7242,1.0,0.126331811263318,,,,,46783.0,6344.0,,,,,,,,0.0,0.0,6344.0
2022.0,CA,Yahoo! - HQ,IPP Non-CHP,WECC California,06,085,Santa Clara,37.415419,-122.025747,1.0,1.0,GAS,0.63263,1.1,0.278953922789539,,,,,45333.0,6096.0,,,,,,,,0.0,0.0,6096.0
2022.0,CA,Yuba City Cogen Partners,IPP CHP,WECC California,06,101,Sutter,39.13667,-121.639846,1.0,1.0,GAS,0.05847,49.9,1.0,35923.2,2.428,0.764012,196147.052,196147.052,25557.0,11463.722,11475.57,897.11,898.037,116.889,117.01,7674.885645,0.0,0.0,25557.0
2022.0,CA,Yuba City Energy Center,IPP CHP,WECC California,06,101,Sutter,39.1365,-121.6397,1.0,1.0,GAS,0.14815,49.5,1.0,121868.0,1.799,0.705777,534930.086,534930.086,64240.0,31790.527,31818.661,989.742,990.618,118.859,118.964,8327.056128,0.0,0.0,64240.0
2022.0,CA,Yuba City Energy Center,IPP Non-CHP,WECC California,06,101,Sutter,39.1392,-121.6387,1.0,1.0,GAS,0.16787,47.3,1.0,,,,743246.0,743246.0,69558.0,43438.662,43483.559,1248.991,1250.282,116.889,117.01,10685.269847,0.0,0.0,69558.0
